ventana_id,perfil_id,fecha_corte,periodo_desde,periodo_hasta,estado_esperado,estado_modelo,estado_reto,estado_calculo_modelo,confianza_pct,nivel_incertidumbre_modelo,estado_ingreso_actual,objetivo_declarado,calidad_datos,factores_positivos,factores_atencion,informacion_faltante,explicacion_periodo,particion,prob_situacion_critica_pct,prob_fragilidad_sostenida_pct,prob_uso_planificado_reserva_pct,prob_acumulacion_estable_pct,prob_deterioro_reciente_pct,prob_equilibrio_sostenible_pct,prob_variable_resiliente_pct,recurrencias_observadas,recurrencias_fijas_observadas,recurrencias_variables_observadas,recurrencias_estacionales_observadas,eventos_inusuales_observados,tendencia_entradas,tendencia_salidas
VEN_0033_3,PERF_0033,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,en_observacion,calculado,73.49,media,variable,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -1284000 COP y una cobertura estimada de 3.45 meses. Este resultado describe el periodo y no a la persona.,train,0.01,7.89,73.49,4.95,9.92,0.89,2.85,2,2,0,0,7,aumento_observado,estabilidad_observada
VEN_0032_3,PERF_0032,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.91,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -10627000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,99.91,0.0,0.09,0.0,0.0,0.0,0.0,2,2,0,0,7,disminucion_observada,aumento_observado
VEN_0031_3,PERF_0031,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,en_observacion,calculado,88.53,baja,mixto,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -7655000 COP y una cobertura estimada de 2.18 meses. Este resultado describe el periodo y no a la persona.,train,0.35,6.59,88.53,0.0,3.58,0.34,0.63,4,4,0,0,3,aumento_observado,estabilidad_observada
VEN_0030_3,PERF_0030,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.57,baja,sin_ingresos,False,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -6958000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.57,0.27,0.16,0.0,0.0,0.0,0.0,2,2,0,0,3,evidencia_insuficiente,disminucion_observada
VEN_0029_3,PERF_0029,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.96,baja,sin_ingresos,False,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -15528000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.96,0.0,0.04,0.0,0.0,0.0,0.0,2,2,0,0,3,evidencia_insuficiente,estabilidad_observada
VEN_0028_3,PERF_0028,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,fijo,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -37466000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,4,aumento_observado,estabilidad_observada
VEN_0027_3,PERF_0027,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.84,baja,apoyo,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -35106000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.84,0.16,0.0,0.0,0.0,0.0,0.0,2,2,0,0,1,evidencia_insuficiente,estabilidad_observada
VEN_0026_3,PERF_0026,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.86,baja,apoyo,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -15946000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,99.86,0.14,0.0,0.0,0.0,0.0,0.0,2,2,0,0,6,disminucion_observada,estabilidad_observada
VEN_0025_3,PERF_0025,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.76,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -22526000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,validation,99.76,0.24,0.0,0.0,0.0,0.0,0.0,4,4,0,0,4,evidencia_insuficiente,aumento_observado
VEN_0024_3,PERF_0024,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,89.72,baja,variable,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -3392000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,89.72,7.39,1.68,0.0,0.94,0.27,0.0,1,1,0,0,3,disminucion_observada,estabilidad_observada
VEN_0023_3,PERF_0023,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,92.55,baja,mixto,False,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 1234000 COP y una cobertura estimada de 3.60 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.12,0.41,5.58,0.0,1.34,92.55,2,2,0,0,1,aumento_observado,estabilidad_observada
VEN_0022_3,PERF_0022,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,saludable,calculado,96.53,baja,variable,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 8777000 COP y una cobertura estimada de 4.93 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.2,0.22,96.53,0.0,0.89,2.16,1,1,0,0,2,estabilidad_observada,disminucion_observada
VEN_0021_3,PERF_0021,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,mixto,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -55605000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,6,aumento_observado,disminucion_observada
VEN_0020_3,PERF_0020,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.84,baja,mixto,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -10035000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.84,0.16,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0,aumento_observado,estabilidad_observada
VEN_0018_3,PERF_0018,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -32446000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,11,estabilidad_observada,aumento_observado
VEN_0073_3,PERF_0073,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,88.57,baja,variable,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -4553000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,88.57,8.68,1.35,0.0,1.26,0.15,0.0,1,1,0,0,2,disminucion_observada,estabilidad_observada
VEN_0074_3,PERF_0074,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.32,baja,fijo,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -16529000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.32,0.54,0.0,0.0,0.14,0.0,0.0,2,2,0,0,7,estabilidad_observada,aumento_observado
VEN_0075_3,PERF_0075,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,en_riesgo,calculado,88.09,baja,variable,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -1134000 COP y una cobertura estimada de 0.27 meses. Este resultado describe el periodo y no a la persona.,train,0.51,88.09,5.56,0.17,5.17,0.24,0.26,2,2,0,0,5,disminucion_observada,estabilidad_observada
VEN_0129_3,PERF_0129,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,en_observacion,calculado,84.1,baja,variable,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -3320000 COP y una cobertura estimada de 2.10 meses. Este resultado describe el periodo y no a la persona.,train,0.38,4.96,84.1,0.0,10.04,0.33,0.2,2,1,1,0,6,estabilidad_observada,estabilidad_observada
VEN_0128_3,PERF_0128,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.31,baja,fijo,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -20835000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.31,0.56,0.13,0.0,0.0,0.0,0.0,3,2,1,0,1,evidencia_insuficiente,disminucion_observada
VEN_0127_3,PERF_0127,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,83.62,baja,mixto,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 8678000 COP y una cobertura estimada de 7.45 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.14,0.36,14.67,0.0,1.21,83.62,3,3,0,0,4,aumento_observado,disminucion_observada
VEN_0126_3,PERF_0126,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,mixto,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -26793000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,2,0,2,disminucion_observada,estabilidad_observada
VEN_0125_3,PERF_0125,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,variable,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -17887000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,1,estabilidad_observada,estabilidad_observada
VEN_0124_3,PERF_0124,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,en_riesgo,calculado,71.29,media,mixto,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -2176000 COP y una cobertura estimada de 0.97 meses. Este resultado describe el periodo y no a la persona.,train,0.35,71.29,21.43,1.05,3.36,1.89,0.63,2,2,0,0,5,aumento_observado,aumento_observado
VEN_0123_3,PERF_0123,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,en_riesgo,calculado,68.29,media,variable,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -8803000 COP y una cobertura estimada de 1.10 meses. Este resultado describe el periodo y no a la persona.,train,1.2,68.29,4.29,0.0,26.22,0.0,0.0,2,1,1,0,2,disminucion_observada,aumento_observado
VEN_0122_3,PERF_0122,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,98.25,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -19179000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,98.25,1.62,0.13,0.0,0.0,0.0,0.0,3,2,1,0,1,evidencia_insuficiente,disminucion_observada
VEN_0121_3,PERF_0121,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,91.56,baja,mixto,False,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 2019000 COP y una cobertura estimada de 1.43 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.19,0.06,0.82,0.0,7.37,91.56,3,2,1,0,3,aumento_observado,disminucion_observada
VEN_0120_3,PERF_0120,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,saludable,calculado,97.23,baja,variable,False,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 8087000 COP y una cobertura estimada de 10.25 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.0,0.0,97.23,0.0,1.72,1.05,2,2,0,0,1,aumento_observado,disminucion_observada
VEN_0119_3,PERF_0119,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,sin_ingresos,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -30144000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,3,evidencia_insuficiente,estabilidad_observada
VEN_0118_3,PERF_0118,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.85,baja,variable,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -20610000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.85,0.15,0.0,0.0,0.0,0.0,0.0,3,3,0,0,5,aumento_observado,estabilidad_observada
VEN_0117_3,PERF_0117,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,sin_ingresos,False,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -26615000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,4,evidencia_insuficiente,estabilidad_observada
VEN_0116_3,PERF_0116,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.96,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -18434000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.96,0.04,0.0,0.0,0.0,0.0,0.0,2,2,0,0,1,aumento_observado,aumento_observado
VEN_0115_3,PERF_0115,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.7,baja,fijo,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -14109000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.7,0.3,0.0,0.0,0.0,0.0,0.0,4,3,1,0,3,evidencia_insuficiente,estabilidad_observada
VEN_0130_3,PERF_0130,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -22840000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,2,evidencia_insuficiente,aumento_observado
VEN_0114_3,PERF_0114,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.78,baja,apoyo,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -8550000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.78,0.22,0.0,0.0,0.0,0.0,0.0,3,2,1,0,5,estabilidad_observada,disminucion_observada
VEN_0131_3,PERF_0131,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.87,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -27526000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.87,0.0,0.13,0.0,0.0,0.0,0.0,3,3,0,0,3,aumento_observado,estabilidad_observada
VEN_0133_3,PERF_0133,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.83,baja,estacional,False,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -32063000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,99.83,0.04,0.13,0.0,0.0,0.0,0.0,2,1,1,0,2,estabilidad_observada,disminucion_observada
VEN_0148_3,PERF_0148,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,saludable,calculado,91.87,baja,apoyo,True,alta,balance_no_negativo,sin_factor_dominante,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 4065000 COP y una cobertura estimada de 5.78 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.0,0.31,91.87,0.0,5.75,2.07,2,2,0,0,3,evidencia_insuficiente,disminucion_observada
VEN_0147_3,PERF_0147,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,apoyo,False,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -38544000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,aumento_observado,disminucion_observada
VEN_0146_3,PERF_0146,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.37,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -33945000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.37,0.16,0.13,0.0,0.33,0.0,0.0,5,3,2,0,0,evidencia_insuficiente,aumento_observado
VEN_0145_3,PERF_0145,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.7,baja,apoyo,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -5271000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,99.7,0.3,0.0,0.0,0.0,0.0,0.0,2,2,0,0,2,aumento_observado,aumento_observado
VEN_0144_3,PERF_0144,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.52,baja,fijo,True,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -19337000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.52,0.48,0.0,0.0,0.0,0.0,0.0,3,2,1,0,5,evidencia_insuficiente,aumento_observado
VEN_0143_3,PERF_0143,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,94.4,baja,variable,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 2246000 COP y una cobertura estimada de 5.96 meses. Este resultado describe el periodo y no a la persona.,validation,0.0,0.06,0.21,4.88,0.0,0.45,94.4,1,1,0,0,6,estabilidad_observada,disminucion_observada
VEN_0142_3,PERF_0142,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,sin_ingresos,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -19980000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,4,evidencia_insuficiente,estabilidad_observada
VEN_0141_3,PERF_0141,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,99.28,baja,mixto,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 11012000 COP y una cobertura estimada de 7.38 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.04,0.0,0.49,0.0,0.19,99.28,4,3,1,0,1,aumento_observado,disminucion_observada
VEN_0140_3,PERF_0140,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.47,baja,fijo,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -14746000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,99.47,0.2,0.0,0.0,0.33,0.0,0.0,2,2,0,0,2,estabilidad_observada,disminucion_observada
VEN_0139_3,PERF_0139,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.96,baja,apoyo,False,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -7518000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.96,0.04,0.0,0.0,0.0,0.0,0.0,3,3,0,0,5,disminucion_observada,estabilidad_observada
VEN_0138_3,PERF_0138,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,sin_ingresos,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -13275000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,3,evidencia_insuficiente,estabilidad_observada
VEN_0137_3,PERF_0137,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.63,baja,fijo,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -13248000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,99.63,0.04,0.0,0.0,0.33,0.0,0.0,4,4,0,0,4,evidencia_insuficiente,aumento_observado
VEN_0136_3,PERF_0136,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,saludable,calculado,94.52,baja,variable,False,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 5810000 COP y una cobertura estimada de 7.26 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.47,0.19,3.47,0.0,1.36,94.52,1,1,0,0,6,aumento_observado,disminucion_observada
VEN_0135_3,PERF_0135,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,100.0,baja,sin_ingresos,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -8475000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,train,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,evidencia_insuficiente,disminucion_observada
VEN_0134_3,PERF_0134,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,saludable,calculado,99.12,baja,variable,True,alta,balance_no_negativo,sin_factor_dominante,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de 5615000 COP y una cobertura estimada de 5.24 meses. Este resultado describe el periodo y no a la persona.,train,0.0,0.0,0.0,99.12,0.0,0.56,0.31,2,2,0,0,5,aumento_observado,disminucion_observada
VEN_0132_3,PERF_0132,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,en_riesgo,calculado,99.85,baja,sin_ingresos,True,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -24590000 COP y una cobertura estimada de 0.00 meses. Este resultado describe el periodo y no a la persona.,test,99.85,0.15,0.0,0.0,0.0,0.0,0.0,2,2,0,0,3,aumento_observado,estabilidad_observada
VEN_0150_3,PERF_0150,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,en_riesgo,calculado,89.37,baja,mixto,False,alta,evidencia_temporal_disponible,balance_negativo,ninguna_relevante_para_el_periodo,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -2350000 COP y una cobertura estimada de 0.05 meses. Este resultado describe el periodo y no a la persona.,train,4.58,89.37,3.85,0.0,1.55,0.66,0.0,2,2,0,0,2,estabilidad_observada,estabilidad_observada
VEN_0113_3,PERF_0113,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,en_riesgo,calculado,89.69,baja,apoyo,False,alta,evidencia_temporal_disponible,balance_negativo,motivo_de_periodos_sin_ingreso,La ventana entre 2026-04-01 y 2026-06-30 muestra un balance de -12555000 COP y una cobertura estimada de 1.42 meses. Este resultado describe el periodo y no a la persona.,validation,1.63,89.69,2.41,0.0,6.27,0.0,0.0,2,2,0,0,1,estabilidad_observada,estabilidad_observada
